game_language,game,model,experiment,instance,type,script,count
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00002,response,Latin,25
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00003,response,Latin,16
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00004,response,Latin,36
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00017,response,Latin,28
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00010,response,Latin,23
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00019,response,Latin,317
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00018,response,Latin,29
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00011,response,Latin,323
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00016,response,Latin,24
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00008,response,Latin,16
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00001,response,Latin,29
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00006,response,Latin,42
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00007,response,Latin,24
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00000,response,Latin,15
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00009,response,Latin,21
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00013,response,Latin,22
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00014,response,Latin,29
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00015,response,Latin,29
de,dond,llama-3.3-70b-instruct-t1.0,coop_de,00012,response,Latin,28
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00005,response,Latin,21
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00002,response,Latin,30
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00003,response,Latin,28
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00004,response,Latin,758
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00017,response,Latin,27
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00010,response,Latin,22
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00019,response,Latin,20
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00018,response,Latin,34
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00011,response,Latin,21
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00016,response,Latin,21
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00008,response,Latin,373
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00001,response,Latin,24
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00006,response,Latin,397
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00007,response,Latin,32
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00000,response,Latin,33
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00009,response,Latin,26
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00013,response,Latin,30
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00014,response,Latin,29
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00015,response,Latin,28
de,dond,llama-3.3-70b-instruct-t1.0,semi_de,00012,response,Latin,170
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_easy,00005,response,Latin,339
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_easy,00005,response,CJK,2
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_easy,00002,response,Latin,228
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_easy,00002,response,CJK,2
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_easy,00003,response,Latin,404
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_easy,00004,response,Latin,374
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_easy,00001,response,Latin,336
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_easy,00001,response,CJK,2
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_easy,00000,response,Latin,421
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_hard,00005,response,Latin,434
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_hard,00002,response,Latin,412
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_hard,00003,response,Latin,452
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_hard,00004,response,Latin,437
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_hard,00001,response,Latin,356
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_hard,00000,response,Latin,424
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_easy,00005,response,Latin,400
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_easy,00002,response,Latin,528
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_easy,00003,response,Latin,418
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_easy,00004,response,Latin,414
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_easy,00001,response,Latin,342
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_easy,00000,response,Latin,413
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_hard,00005,response,Latin,268
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_hard,00002,response,Latin,280
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_hard,00003,response,Latin,362
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_hard,00004,response,Latin,601
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_hard,00001,response,Latin,486
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_reasoning off_hard,00000,response,Latin,415
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_hard,00005,response,Latin,466
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_hard,00002,response,Latin,447
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_hard,00003,response,Latin,392
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_hard,00004,response,Latin,449
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_hard,00001,response,Latin,352
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_complexity_hard,00000,response,Latin,308
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_easy,00005,response,Latin,425
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_easy,00002,response,Latin,412
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_easy,00003,response,Latin,401
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_easy,00004,response,Latin,424
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_easy,00001,response,Latin,343
de,hot_air_balloon,qwen3-next-80b-a3b-instruct-t1.0,air_balloon_survival_de_negotiation_easy,00000,response,Latin,458
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,1_medium_5obj_de,00002,response,Latin,228
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,1_medium_5obj_de,00001,response,Latin,13
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,1_medium_5obj_de,00000,response,Latin,13
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,1_medium_7obj_de,00002,response,Latin,324
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,1_medium_7obj_de,00001,response,Latin,133
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,1_medium_7obj_de,00000,response,Latin,230
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,1_medium_3obj_de,00002,response,Latin,13
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,1_medium_3obj_de,00001,response,Latin,99
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,1_medium_3obj_de,00000,response,Latin,13
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,0_easy_5obj_de,00002,response,Latin,156
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,0_easy_5obj_de,00001,response,Latin,178
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,0_easy_5obj_de,00000,response,Latin,13
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,0_easy_7obj_de,00002,response,Latin,13
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,0_easy_7obj_de,00001,response,Latin,442
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,0_easy_7obj_de,00000,response,Latin,13
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,0_easy_3obj_de,00002,response,Latin,13
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,0_easy_3obj_de,00001,response,Latin,13
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,0_easy_3obj_de,00000,response,Latin,117
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,2_hard_7obj_de,00002,response,Latin,123
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,2_hard_7obj_de,00002,response,CJK,1
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,2_hard_7obj_de,00001,response,Latin,159
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,2_hard_7obj_de,00000,response,Latin,413
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,2_hard_5obj_de,00002,response,Latin,13
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,2_hard_5obj_de,00001,response,Latin,317
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,2_hard_5obj_de,00000,response,Latin,93
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,2_hard_3obj_de,00002,response,Latin,437
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,2_hard_3obj_de,00002,response,CJK,3
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,2_hard_3obj_de,00001,response,Latin,95
de,clean_up,qwen3-next-80b-a3b-instruct-t1.0,2_hard_3obj_de,00000,response,Latin,177
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00005,response,Latin,22
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00002,response,Latin,132
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00003,response,Latin,24
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00004,response,Latin,31
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00017,response,Latin,21
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00010,response,Latin,22
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00019,response,Latin,202
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00018,response,Latin,34
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00011,response,Latin,22
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00016,response,Latin,22
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00008,response,Latin,23
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00001,response,Latin,22
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00006,response,Latin,26
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00007,response,Latin,22
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00000,response,Latin,23
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00009,response,Latin,23
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00013,response,Latin,22
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00014,response,Latin,29
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00015,response,Latin,15
de,dond,qwen3-next-80b-a3b-instruct-t1.0,coop_de,00012,response,Latin,19
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00005,response,Latin,24
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00002,response,Latin,27
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00003,response,Latin,19
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00004,response,Latin,16
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00017,response,Latin,25
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00010,response,Latin,22
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00019,response,Latin,21
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00018,response,Latin,30
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00011,response,Latin,21
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00016,response,Latin,20
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00008,response,Latin,65
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00001,response,Latin,73
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00006,response,Latin,21
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00007,response,Latin,193
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00000,response,Latin,26
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00009,response,Latin,25
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00013,response,Latin,20
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00014,response,Latin,16
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00015,response,Latin,26
de,dond,qwen3-next-80b-a3b-instruct-t1.0,semi_de,00012,response,Latin,26
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00005,thinking,Latin,5095
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00005,response,Latin,231
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00002,thinking,Latin,5909
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00002,response,Latin,254
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00003,thinking,Latin,5706
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00003,response,Latin,213
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00004,thinking,Latin,1903
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00004,response,Latin,197
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00001,thinking,Latin,2580
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00001,response,Latin,246
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00000,thinking,Latin,1229
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_easy,00000,response,Latin,223
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00005,thinking,Latin,1454
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00005,response,Latin,422
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00002,thinking,Latin,3548
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00002,response,Latin,291
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00003,thinking,Latin,2739
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00003,response,Latin,426
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00004,thinking,Latin,1673
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00004,response,Latin,434
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00001,thinking,Latin,2683
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00001,response,Latin,316
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00000,thinking,Latin,4563
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_hard,00000,response,Latin,350
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00005,thinking,Latin,2367
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00005,response,Latin,399
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00002,thinking,Latin,3451
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00002,response,Latin,433
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00003,thinking,Latin,2644
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00003,response,Latin,597
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00004,thinking,Latin,2167
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00004,response,Latin,460
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00001,thinking,Latin,2342
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00001,response,Latin,565
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00000,thinking,Latin,3490
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_easy,00000,response,Latin,364
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00005,thinking,Latin,3743
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00005,response,Latin,72
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00002,thinking,Latin,5057
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00002,response,Latin,245
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00003,thinking,Latin,1164
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00003,response,Latin,232
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00004,thinking,Latin,1677
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00004,response,Latin,36
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00001,thinking,Latin,2033
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00001,response,Latin,233
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00000,thinking,Latin,7352
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_reasoning off_hard,00000,response,Latin,66
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00005,thinking,Latin,2050
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00005,response,Latin,479
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00002,thinking,Latin,3193
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00002,response,Latin,658
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00003,thinking,Latin,973
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00003,response,Latin,263
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00004,thinking,Latin,5696
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00004,response,Latin,341
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00001,thinking,Latin,2207
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00001,response,Latin,514
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00000,thinking,Latin,1935
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_complexity_hard,00000,response,Latin,423
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00005,thinking,Latin,4550
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00005,response,Latin,372
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00002,thinking,Latin,1998
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00002,response,Latin,397
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00003,thinking,Latin,5856
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00003,response,Latin,217
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00004,thinking,Latin,1799
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00004,response,Latin,387
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00001,thinking,Latin,1463
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00001,response,Latin,193
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00000,thinking,Latin,2553
de,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_de_negotiation_easy,00000,response,Latin,289
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_de,00002,thinking,Latin,764
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_de,00002,response,Latin,110
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_de,00001,thinking,Latin,4072
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_de,00001,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_de,00000,thinking,Latin,2716
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_de,00000,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_de,00001,thinking,Latin,542
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_de,00001,response,Latin,97
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_de,00000,thinking,Latin,3270
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_de,00000,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_de,00002,thinking,Latin,720
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_de,00002,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_de,00001,thinking,Latin,501
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_de,00001,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_de,00000,thinking,Latin,390
de,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_de,00000,response,Latin,101
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_de,00002,thinking,Latin,993
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_de,00002,response,Latin,230
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_de,00001,thinking,Latin,493
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_de,00001,response,Latin,78
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_de,00000,thinking,Latin,2122
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_de,00000,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_de,00002,thinking,Latin,2488
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_de,00002,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_de,00000,thinking,Latin,2143
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_de,00000,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_de,00002,thinking,Latin,453
de,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_de,00002,response,Latin,72
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_de,00002,thinking,Latin,759
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_de,00002,response,Latin,100
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_de,00001,thinking,Latin,5338
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_de,00001,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_de,00000,thinking,Latin,1414
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_de,00000,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_de,00002,thinking,Latin,551
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_de,00002,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_de,00001,thinking,Latin,569
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_de,00001,response,Latin,130
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_de,00000,thinking,Latin,9676
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_de,00000,response,Latin,13
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_de,00002,thinking,Latin,1242
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_de,00002,response,Latin,97
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_de,00001,thinking,Latin,1326
de,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_de,00001,response,Latin,13
de,dond,nemotron-nano-9b-v2-t1.0,coop_de,00005,thinking,Latin,7482
